Time,Temperature,Dew Point,Humidity,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar,Date_Time
12:04 AM,82.1,82.1,100,North,0,0,29.91,0,0,0,0,2023-11-18T04:04:00Z
12:09 AM,82.1,82.1,100,North,0,0,29.9,0,0,0,0,2023-11-18T04:09:00Z
12:14 AM,82.1,82.1,100,North,0,0,29.9,0,0,0,0,2023-11-18T04:14:00Z
12:19 AM,82.1,82.1,100,North,0,0,29.9,0,0,0,0,2023-11-18T04:19:00Z
12:24 AM,82.1,82.1,100,North,0,0,29.9,0,0,0,0,2023-11-18T04:24:00Z
12:29 AM,82.1,82.1,100,North,0,0,29.89,0,0,0,0,2023-11-18T04:29:00Z
12:34 AM,82.1,82.1,100,North,0,0,29.89,0,0,0,0,2023-11-18T04:34:00Z
12:39 AM,82.1,82.1,100,North,0,0,29.89,0,0,0,0,2023-11-18T04:39:00Z
12:44 AM,82.1,82.1,100,North,0,0,29.89,0,0,0,0,2023-11-18T04:44:00Z
12:49 AM,82.1,82.1,100,North,0,0,29.89,0,0,0,0,2023-11-18T04:49:00Z
12:54 AM,82.1,82.1,100,North,0,0,29.88,0,0,0,0,2023-11-18T04:54:00Z
12:59 AM,82.1,82.1,100,North,0,0,29.88,0,0,0,0,2023-11-18T04:59:00Z
1:04 AM,82.1,82.1,100,North,0,0,29.88,0,0,0,0,2023-11-18T05:04:00Z
1:09 AM,82.1,82.1,100,North,0,0,29.88,0,0,0,0,2023-11-18T05:09:00Z
1:14 AM,82.1,82.1,100,North,0,0,29.88,0,0,0,0,2023-11-18T05:14:00Z
1:19 AM,82.1,82.1,100,North,0,0,29.88,0,0,0,0,2023-11-18T05:19:00Z
1:24 AM,82.1,82.1,100,North,0,0,29.88,0,0,0,0,2023-11-18T05:24:00Z
1:29 AM,82.1,82.1,100,North,0,0,29.88,0,0,0,0,2023-11-18T05:29:00Z
1:34 AM,82.1,82.1,100,North,0,0,29.88,0,0,0,0,2023-11-18T05:34:00Z
1:39 AM,82.1,82.1,100,North,0,0,29.88,0,0,0,0,2023-11-18T05:39:00Z
1:44 AM,82.1,82.1,100,North,0,0,29.87,0,0,0,0,2023-11-18T05:44:00Z
1:49 AM,82.1,82.1,100,North,0,0,29.87,0,0,0,0,2023-11-18T05:49:00Z
1:54 AM,82.1,82.1,100,North,0,0,29.87,0,0,0,0,2023-11-18T05:54:00Z
1:59 AM,82.1,82.1,100,North,0,0,29.88,0,0,0,0,2023-11-18T05:59:00Z
2:04 AM,82.1,82.1,100,North,0,0,29.86,0,0,0,0,2023-11-18T06:04:00Z
2:09 AM,82.1,82.1,100,North,0,0,29.85,0,0,0,0,2023-11-18T06:09:00Z
2:14 AM,82.1,82.1,100,North,0,0,29.86,0,0,0,0,2023-11-18T06:14:00Z
2:19 AM,82.1,82.1,100,North,0,0,29.86,0,0,0,0,2023-11-18T06:19:00Z
2:24 AM,82.1,82.1,100,North,0,0,29.86,0,0,0,0,2023-11-18T06:24:00Z
2:29 AM,82.1,82.1,100,North,0,0,29.86,0,0,0,0,2023-11-18T06:29:00Z
2:34 AM,82.1,82.1,100,North,0,0,29.86,0,0,0,0,2023-11-18T06:34:00Z
2:39 AM,82.1,82.1,100,North,0,0,29.86,0,0,0,0,2023-11-18T06:39:00Z
2:44 AM,82.1,82.1,100,North,0,0,29.85,0,0,0,0,2023-11-18T06:44:00Z
2:49 AM,82.1,82.1,100,North,0,0,29.86,0,0,0,0,2023-11-18T06:49:00Z
2:54 AM,82.1,82.1,100,North,0,0,29.85,0,0,0,0,2023-11-18T06:54:00Z
2:59 AM,82.1,82.1,100,North,0,0,29.86,0,0,0,0,2023-11-18T06:59:00Z
3:04 AM,82.1,82.1,100,North,0,0,29.85,0,0,0,0,2023-11-18T07:04:00Z
3:09 AM,82.1,82.1,100,North,0,0,29.85,0,0,0,0,2023-11-18T07:09:00Z
3:14 AM,82.1,82.1,100,North,0,0,29.85,0,0,0,0,2023-11-18T07:14:00Z
3:19 AM,82.1,82.1,100,North,0,0,29.85,0,0,0,0,2023-11-18T07:19:00Z
3:24 AM,82.1,82.1,100,North,0,0,29.85,0,0,0,0,2023-11-18T07:24:00Z
3:29 AM,82.1,82.1,100,North,0,0,29.84,0,0,0,0,2023-11-18T07:29:00Z
3:34 AM,82.1,82.1,100,North,0,0,29.84,0,0,0,0,2023-11-18T07:34:00Z
3:39 AM,82.1,82.1,100,North,0,0,29.84,0,0,0,0,2023-11-18T07:39:00Z
3:44 AM,82.1,82.1,100,North,0,0,29.84,0,0,0,0,2023-11-18T07:44:00Z
3:49 AM,82.1,82.1,100,North,0,0,29.84,0,0,0,0,2023-11-18T07:49:00Z
3:54 AM,82.1,82.1,100,North,0,0,29.85,0,0,0,0,2023-11-18T07:54:00Z
3:59 AM,82.1,82.1,100,North,0,0,29.85,0,0,0,0,2023-11-18T07:59:00Z
4:04 AM,82.1,82.1,100,North,0,0,29.85,0,0,0,0,2023-11-18T08:04:00Z
4:09 AM,82.1,82.1,100,North,0,0,29.85,0,0,0,0,2023-11-18T08:09:00Z
4:14 AM,82.1,82.1,100,North,0,0,29.85,0,0,0,0,2023-11-18T08:14:00Z
4:19 AM,82.1,82.1,100,North,0,0,29.85,0,0,0,0,2023-11-18T08:19:00Z
4:24 AM,82.1,82.1,100,North,0,0,29.85,0,0,0,0,2023-11-18T08:24:00Z
4:29 AM,82.1,82.1,100,North,0,0,29.85,0,0,0,0,2023-11-18T08:29:00Z
4:34 AM,82.1,82.1,100,North,0,0,29.85,0,0,0,0,2023-11-18T08:34:00Z
4:39 AM,82.1,82.1,100,North,0,0,29.85,0,0,0,0,2023-11-18T08:39:00Z
